,Unnamed: 0,varname,number_of_spaces,firstCharisLetter,argument,varlength,datatype,vartype,projectid
5643,77274,Player 1 Score,2,True,1,14,int,string,25720451
7009,94717,~~~directions~~~,0,False,~~~directions~~~,16,list,string,25815083
7027,94803,block_cnt_m8,0,True,0,12,int,string,25844882
7037,95024,long2,0,True,43,5,int,string,25990996
7039,95121,Health,0,True,10,6,int,string,26121843
7043,95318,floof,0,True,0,5,int,string,26126817
7045,95675,leiderhosen,0,True,0,11,int,string,26126817
7047,95775,dead arrow,1,True,1,10,int,string,26344392
7048,95792,helmet gone,1,True,1,11,int,string,26344392
7055,95868,grave death,1,True,0,11,int,string,26344392
7065,95941,dead horse,1,True,0,10,int,string,26344392
7071,95979,dead horse 2,2,True,1,12,int,string,26344392
7073,95989,gun broaken,1,True,0,11,int,string,26344392
7075,96032,die,0,True,0,3,int,string,26344392
7082,96108,snaped arro,1,True,0,11,int,string,26344392
7083,96111,dead archer,1,True,1,11,int,string,26344392
7089,96149,paus,0,True,0,4,int,string,26344392
7091,96162,record time,1,True,10:00.0,11,string,string,26370363
7092,96163,??? 10th-a-second,1,False,10,17,int,string,26370363
7093,96164,??? second,1,False,60,10,int,string,26370363
7094,96165,??? minute,1,False,10,10,int,string,26370363
7095,96190,deaths,0,True,0,6,int,string,26370363
7110,96266,u beat the high score,4,True,0,21,int,string,26370363
7115,96338,10th-a-second,0,False,-10,13,int,string,26370363
7116,96339,second,0,True,0,6,int,string,26370363
7117,96340,minute,0,True,0,6,int,string,26370363
7129,96564,health,0,True,-1,6,int,string,26593959
7164,97236,i am a clone,3,True,0,12,int,string,27045251
7166,97262,clone?,0,True,0,6,int,string,27045251
7171,97409,Cat crazy speed,2,True,7,15,int,string,27096816
7174,97418,Unicorn speed,1,True,3,13,int,string,27096816
7176,97546,Points,0,True,0,6,int,string,27221990
7187,98512,knocked,0,True,false,7,string,string,27614464
7188,98548,clone,0,True,0,5,int,string,27614464
7193,98606,paper,0,True,stop,5,string,string,27614464
7196,99074,Swag Girls Health,2,True,-2.5,17,float,string,27905296
7198,99139,Hulk Guys Health,2,True,100,16,int,string,27905296
7204,99632,Y,0,True,200,1,int,char,27914952
7205,99725,?,0,False,1,1,int,symbol,27914952
7209,100091,*,0,False,-1,1,int,symbol,27914952
7217,100235,Deaths,0,True,1,6,int,string,27994756
7223,100314,Game,0,True,1,4,int,string,27994756
7229,100338,Wallpaper,0,True,Wallpaper2,9,string,string,28325724
7230,100340,Unlocked,0,True,0,8,int,string,28325724
7231,100364,Playing Song,1,True,0,12,int,string,28325724
7235,100484,App Open,1,True,Terminal,8,string,string,28325724
7236,100584,Int,0,True,1,3,int,string,28325724
7239,100610,Moving,0,True,0,6,int,string,28325724
7248,100700,Settings Page,1,True,1,13,int,string,28325724
7250,100808,Ghost,0,True,100,5,int,string,28325724
7252,100997,Webpage,0,True,1,7,int,string,28325724
7254,101070,Bookmarks,0,True,1,9,int,string,28325724
7264,101453,Video,0,True,0,5,int,string,28325724
7267,101517,Play,0,True,1,4,int,string,28325724
7271,101616,Notification,0,True,0,12,int,string,28325724
7272,101617,Chat,0,True,Chat,4,list,string,28325724
7275,101647,Int2,0,True,0,4,int,string,28325724
7277,101664,Parse,0,True,Parse,5,list,string,28325724
7278,101665,LoadInt1,0,True,1,8,int,string,28325724
7279,101666,LoadInt2,0,True,1,8,int,string,28325724
7286,101704,Unknown Word Found,2,True,0,18,int,string,28325724
7292,101723,Int3,0,True,1,4,int,string,28325724
7295,101747,Int4,0,True,1,4,int,string,28325724
7297,101783,Int10,0,True,1,5,int,string,28325724
7300,101811,LetterInt,0,True,1,9,int,string,28325724
7313,101910,Sine,0,True,0,4,int,string,28325724
7317,102011,Terminal,0,True,Terminal,8,list,string,28325724
7318,102013,Exit Terminal,1,True,0,13,int,string,28325724
7330,102157,Opening,0,True,0,7,int,string,28325724
7337,102284,Sound,0,True,1,5,int,string,28325724
7367,103273,Horzvelocity,0,True,-3,12,int,string,28634828
7369,103294,jump,0,True,15,4,int,string,28634828
7376,103436,pomara??czowypkt,0,True,0,16,int,string,28815960
7377,103437,zielonypkt,0,True,0,10,int,string,28815960
7382,103704,win,0,True,0,3,int,string,29219562
7386,103865,stempelmodus2,0,True,0,13,int,string,29728994
7393,103942,Pen Shade,1,True,50,9,int,string,29809934
7394,103943,theme,0,True,vibrant,5,string,string,29809934
7395,103966,grid,0,True,1,4,int,string,29809934
7397,103989,AppScreen,0,True,0,9,int,string,29809934
7398,103994,Shop Screen,1,True,0,11,int,string,29809934
7400,104145,song,0,True,3,4,int,string,29809934
7405,104181,music,0,True,1,5,int,string,29809934
7410,104226,UF,0,True,11111111121111111112111111111211111111121111111112,2,int,string,29809934
7411,104323,Font Size,1,True,100,9,int,string,29809934
7412,104761,Pong Score,1,True,0,10,int,string,29809934
7413,104772,pong speed,1,True,5,10,int,string,29809934
7416,104897,color,0,True,1,5,int,string,29809934
7436,105123,Calc Numbers,1,True,Calc Numbers,12,list,string,29809934
7437,105127,Calc Numbers 2,2,True,Calc Numbers 2,14,list,string,29809934
7456,105426,Operation,0,True,0,9,int,string,29809934
7482,105523,Page,0,True,1,4,int,string,29809934
7511,105923,piano,0,True,1,5,int,string,29809934
7513,106160,Instrument,0,True,4,10,int,string,29809934
7524,106789,stopwatch,0,True,0,9,int,string,29809934
7527,106824,timer button,1,True,0,12,int,string,29809934
7533,106905,sw button,1,True,1,9,int,string,29809934
7543,107041,Numbers,0,True,Numbers,7,list,string,29809934
7545,107043,Numbers 2,1,True,Numbers 2,9,list,string,29809934
7546,107044,Calc Screen,1,True,0,11,int,string,29809934
7547,107045,Calc 1st Number,2,True,0,15,int,string,29809934
7548,107046,Calc 2nd Number,2,True,0,15,int,string,29809934
7564,107306,what help,1,True,1,9,int,string,29809934
7577,107342,help,0,True,0,4,int,string,29809934
7580,107418,book,0,True,tips,4,string,string,29809934
7581,107419,maxpage,0,True,1,7,int,string,29809934
7584,107664,backdrop,0,True,2,8,int,string,29809934
7587,107707,Tasks,0,True,Tasks,5,list,string,29809934
7598,107774,pensize,0,True,5,7,int,string,29809934
7603,107981,art options,1,True,0,11,int,string,29809934
7610,108060,Fiber Bar,1,True,1,9,int,string,29809934
7612,108075,alarm button,1,True,0,12,int,string,29809934
7616,108132,alarm,0,True,0,5,int,string,29809934
7617,108196,tutorial,0,True,-1,8,int,string,29809934
7622,108280,bookpage,0,True,1,8,int,string,29809934
7625,108363,newspaper,0,True,JC,9,string,string,29809934
7645,108821,Apps Show\/Hide,1,True,0,15,int,string,29809934
7653,109272,System Speed,1,True,System Speed: Please Wait,12,string,string,29809934
7657,109414,Search Field,1,True,     ,12,string,string,29809934
7676,110681,words,0,True,words,5,list,string,29809934
7677,110682,remove,0,True,remove,6,list,string,29809934
7678,110683,checkNumber,0,True,1,11,int,string,29809934
7681,110693,wordNumber,0,True,1,10,int,string,29809934
7691,110805,Jokes,0,True,Jokes,5,list,string,29809934
7862,112286,wrong answers,1,True,0,13,int,string,31800410
7863,112287,right answers,1,True,0,13,int,string,31800410
7872,112347,yvelocity,0,True,0,9,int,string,31989118
7875,112362,game start,1,True,0,10,int,string,31989118
7876,112393,x velocity,1,True,0,10,int,string,31989118
7881,112453,animation way,1,True,-10,13,int,string,32197274
7885,112648,Which Way,1,True,Up,9,string,string,32197274
7891,113160,fire_spread,0,True,10,11,int,string,32263244
7892,113161,init_r,0,True,5,6,int,string,32263244
7893,113162,g,0,True,-0.75,1,float,char,32263244
7896,113199,theta,0,True,45,5,int,string,32263244
7917,113950,t_double,0,True,0,8,int,string,32263284
7919,113955,t_quad,0,True,0,6,int,string,32263284
7921,114053,slope,0,True,0,5,int,string,32263284
7922,114054,t_diff,0,True,270,6,int,string,32263284
7925,114153,fib_count,0,True,1,9,int,string,32263284
7926,114161,fib1,0,True,0,4,int,string,32263284
7927,114162,fib2,0,True,1,4,int,string,32263284
7933,114260,Scrollix,0,True,0,8,int,string,32352560
7938,114455,silly sounds on?,2,True,0,16,int,string,32958994
7941,114472,y vel.,1,True,10,6,int,string,32958994
7943,114484,sync,0,True,1,4,int,string,32958994
7944,114492,??? total fireworks set off,4,False,1,27,int,string,32958994
7950,114574,sync2,0,True,1,5,int,string,32958994
7958,114671,theta 2,1,True,0,7,int,string,32958994
7959,114672,master partical number,2,True,0,22,int,string,32958994
7977,115170,Fails,0,True,1,5,int,string,33221272
7980,115189,Milk,0,True,0,4,int,string,33221272
7981,115190,Wins,0,True,0,4,int,string,33221272
7984,115561,NSides,0,True,10  ,6,int,string,34013132
7985,115562,Dir,0,True,0,3,int,string,34013132
7986,115563,nsteps,0,True,150,6,int,string,34013132
7987,115593,tid,0,True,30,3,int,string,34074728
7989,115621,byttedyr,0,True,1,8,int,string,34074728
7995,115700,poeng,0,True,0,5,int,string,34074728
7999,115770,Lives Left,1,True,5,10,int,string,34177226
8003,115984,Stars,0,True,-3,5,int,string,34391396
8019,116295,typec,0,True,1,5,int,string,34565450
8023,116428,variable,0,True,0,8,int,string,34565450
8030,116523,list,0,True,list,4,list,string,34565450
8038,117036,typec2,0,True,1,6,int,string,34565450
8050,117383,Levels Unlocked,1,True,Levels Unlocked,15,list,string,35071880
8052,117385,Place 1,1,True,0,7,int,string,35071880
8053,117386,Place 2,1,True,0,7,int,string,35071880
8054,117387,Place 3,1,True,0,7,int,string,35071880
8057,117407,Logo,0,True,1,4,int,string,35071880
8058,117494,Needed,0,True,-1,6,int,string,35071880
8093,118423,Sensor,0,True,0,6,int,string,35071880
8125,118995,Scroll X,1,True,60,8,int,string,35730094
8130,119072,Power up list,2,True,Power up list,13,list,string,35732416
8135,119118,Stats,0,True,Stats,5,list,string,35732416
8137,119120,movement,0,True,movement,8,list,string,35732416
8138,119125,# of men,2,False,1,8,int,string,35732416
8145,119180,p0,0,True,0,2,int,string,35742354
8147,119198,contador,0,True,1,8,int,string,35742354
8149,119230,bit,0,True,1,3,int,string,35742354
8152,119244,codigo binario,1,True,codigo binario,14,list,string,35742354
8158,119269,potencia,0,True,1,8,int,string,35742354
8159,119270,decimal,0,True,0,7,int,string,35742354
8184,119497,HELTH,0,True,100,5,int,string,35809960
8192,119742,Player 2 Health,2,True,17,15,int,string,36057896
8193,119743,kkk Health,1,True,17,10,int,string,36057896
8198,119766,Player 1 Weapon Type,3,True,1,20,int,string,36057896
8199,119769,Player 2 Weapon Type,3,True,1,20,int,string,36057896
8201,119873,kkk2 health,1,True,1,11,int,string,36057896
8202,119905,kkk jump,1,True,-1,8,int,string,36057896
8203,119909,kkk momentum,1,True,0.3,12,float,string,36057896
8210,119966,Player 1 Jump,2,True,11,13,int,string,36057896
8221,120234,Player 2 Jump,2,True,-1,13,int,string,36057896
8222,120238,Player 2 Momentum,2,True,0.3,17,float,string,36057896
8225,120261,kkk2 jump,1,True,5,9,int,string,36057896
8226,120262,kkk2 momentum,1,True,-5,13,int,string,36057896
8234,120381,angle,0,True,0,5,int,string,36189346
8236,120398,Amount to win,2,True,10,13,int,string,36221392
8237,120400,Star points,1,True,0,11,int,string,36221392
8239,120405,Sun points,1,True,0,10,int,string,36221392
8245,120517,Pisteet oranssi kissa,2,True,1,21,int,string,36283838
8247,120742,GroundX,0,True,-170,7,int,string,36781778
8249,120762,rock-steps,0,True,-5,10,int,string,36781778
8250,120785,jumper,0,True,20,6,int,string,36781778
8254,120843,StaticID,0,True,0,8,int,string,36839068
8255,120931,RoboRun,0,True,0,7,int,string,36839068
8261,121155,winner,0,True,no,6,string,string,37179870
8262,121164,player,0,True,pikachu,6,string,string,37179870
8265,121177,enemy,0,True,piplup,5,string,string,37179870
8266,121203,damage,0,True,-34,6,int,string,37179870
8290,121283,enemy health,1,True,60,12,int,string,37179870
8293,121340,fainted e,1,True,no,9,string,string,37179870
8295,121515,your turn,1,True,no,9,string,string,37179870
8313,121674,Player 2,1,True,0,8,int,string,37312452
8314,121675,Player 1,1,True,0,8,int,string,37312452
8326,121872,finalMessage,0,True,Written by: BoltBait,12,string,string,37417244
8327,121885,musicSelection,0,True,0,14,int,string,37417244
8328,121886,gameOver,0,True,0,8,int,string,37417244
8334,121927,musicLength,0,True,69,11,int,string,37417244
8362,122307,optics N0Sc0pe,1,True,1,14,int,string,37655224
8365,122380,propane left,1,True,1000000000,12,int,string,37655224
8367,122419,Boss Heath,1,True,380,10,int,string,37655224
8373,122519,Sayings,0,True,Sayings,7,list,string,37655224
8382,122593,Number of shots,2,True,0,15,int,string,37655224
8385,122667,SCORE,0,True,0,5,int,string,38119994
8393,122979,Foxy,0,True,-10,4,int,string,38337954
8406,123279,vitesse,0,True,1,7,int,string,38616786
8414,123596,Load,0,True,Load,4,list,string,39034334
8425,124222,Save,0,True,Save,4,list,string,39034334
8443,124522,BackgroundNumber,0,True,1,16,int,string,39356130
8444,124523,HitsLeft,0,True,5,8,int,string,39356130
8452,125721,hp,0,True,-1,2,int,string,39549744
8456,125755,hp1,0,True,5,3,int,string,39549744
8462,125931,keys,0,True,keys,4,list,string,39655788
8463,125934,press_key,0,True,0,9,int,string,39655788
8468,125944,keyvar,0,True,0,6,int,string,39655788
8469,125945,sc_plus,0,True,1,7,int,string,39655788
8470,125946,lvl_sav,0,True,1,7,int,string,39655788
8471,125947,wrong_key,0,True,0,9,int,string,39655788
8472,125948,dance_spd,0,True,0,9,int,string,39655788
8473,125949,score_hist,0,True,score_hist,10,list,string,39655788
8487,126011,lvl,0,True,1,3,int,string,39655788
8488,126041,let_hist,0,True,let_hist,8,list,string,39655788
8505,126477,speed 2,1,True,5,7,int,string,40017722
8520,126873,cx,0,True,6,2,int,string,40376006
8521,126874,cy,0,True,6,2,int,string,40376006
8522,126876,portals,0,True,portals,7,list,string,40376006
8528,126888,scan x,1,True,-240,6,int,string,40376006
8531,126899,caz,0,True,0,3,int,string,40376006
8532,126900,cax,0,True,0,3,int,string,40376006
8533,126901,resolution,0,True,6,10,int,string,40376006
8535,126917,ray_int,0,True,0.2,7,float,string,40376006
8536,126918,portal?,0,True,0,7,int,string,40376006
8537,126919,distx,0,True,0,5,int,string,40376006
8547,127205,bluePortal,0,True,1,10,int,string,40376006
8548,127209,cay,0,True,0,3,int,string,40376006
8551,127212,redPortal,0,True,0,9,int,string,40376006
8552,127213,jumps,0,True,0,5,int,string,40376006
8577,127466,JPG,0,True,180,3,int,string,40376006
8588,127561,Ammo,0,True,0,4,int,string,40376006
8589,127572,BOOM,0,True,on,4,string,string,40376006
8613,127849,total,0,True,-1,5,int,string,40699482
8643,128076,_x,0,False,1,2,int,string,40699482
8687,128350,refIt,0,True,1,5,int,string,40699482
8698,128626,checkTile,0,True,1,9,int,string,40699482
8786,130415,dir,0,True,-1,3,int,string,40699482
8991,132508,refIdx,0,True,0,6,int,string,40699482
9056,133221,levens,0,True,10,6,int,string,40768792
9059,133399,Spawned,0,True,0,7,int,string,40862180
9060,133461,Open,0,True,0,4,int,string,40862180
9063,133498,touching,0,True,0,8,int,string,40937008
9065,133531,part being viewed,2,True,combustion chamber,17,string,string,40937008
9074,133594,gameover,0,True,1,8,int,string,40937008
9076,133633,number,0,True,1,6,int,string,40937008
9078,133656,encode letter,1,True,1,13,int,string,40937008
9079,133660,current letter ID,2,True,0,17,int,string,40937008
9080,133670,letter search,1,True,27,13,int,string,40937008
9083,133704,chars,0,True,"ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789,.!?\/ :;'*()[]{}\\|+-*\/=~`@#$%^&<>",5,string,string,40937008
9084,133725,screen,0,True,game,6,string,string,40937008
9087,133778,Fuel:,0,True,10,5,int,string,40937008
9091,133833,power,0,True,28,5,int,string,40937008
9099,134133,Cam,0,True,Menu,3,string,string,41060588
9107,134184,Hacked?,0,True,0,7,int,string,41060588
9108,134212,menu.selectedbutton,0,True,3,19,int,string,41060588
9111,134233,Bonnie,0,True,Bonnie,6,list,string,41060588
9153,134491,Chica,0,True,Chica,5,list,string,41060588
9187,134686,Foxy Status,1,True,0,11,int,string,41060588
9198,134770,Freddy,0,True,1a,6,string,string,41060588
9214,134912,Camera.up,0,True,0,9,int,string,41060588
9225,135283,Touchscreen.help,0,True,1,16,int,string,41060588
9228,135397,Touchscreenmode,0,True,0,15,int,string,41060588
9241,136094,LBC,0,True,00,3,int,string,41060588
9242,136110,Powerusingobjects,0,True,Powerusingobjects,17,list,string,41060588
9256,136413,RBC,0,True,00,3,int,string,41060588
9271,136808,Next night?,1,True,7,11,int,string,41060588
9273,136943,Stagecode,0,True,000,9,int,string,41060588
9279,137076,Power,0,True,99,5,int,string,41060588
9287,137194,Camera,0,True,1a,6,string,string,41060588
9306,137577,lista,0,True,lista,5,list,string,41167506
9318,138540,??????,0,False,10,6,int,string,41359706
9321,138571,category7,0,True,0,9,int,string,41359706
9324,138589,category4,0,True,0,9,int,string,41359706
9327,138607,category,0,True,0,8,int,string,41359706
9330,138626,category6,0,True,0,9,int,string,41359706
9333,138644,category3,0,True,0,9,int,string,41359706
9336,138662,category5,0,True,0,9,int,string,41359706
9339,138680,category2,0,True,0,9,int,string,41359706
9342,138742,??? ???,1,False,31,7,int,string,41484116
9346,139040,Companies,0,True,Companies,9,list,string,42071848
9347,139063,Stock Cost,1,True,0,10,int,string,42071848
9354,139172,Laps,0,True,-1,4,int,string,42201082
9402,139588,Cookies,0,True,0,7,int,string,42573920
9403,139589,Cursors,0,True,0,7,int,string,42573920
9404,139590,Grandmas,0,True,0,8,int,string,42573920
9405,139591,shop,0,True,0,4,int,string,42573920
9406,139592,upgradeValue,0,True,500,12,int,string,42573920
9407,139593,playSong,0,True,0,8,int,string,42573920
9408,139612,grandmaValue,0,True,100,12,int,string,42573920
9411,139642,confirmPurchase,0,True,0,15,int,string,42573920
9413,139669,farmValue,0,True,500,9,int,string,42573920
9415,139695,Farms,0,True,1,5,int,string,42573920
9420,139766,cursorValue,0,True,10,11,int,string,42573920
9425,139926,ClickValue,0,True,1,10,int,string,42573920
9434,140084,laps,0,True,1,4,int,string,43330140
9435,140085,world laps,1,True,1,10,int,string,43330140
9437,140176,Player1,0,True,0,7,int,string,43489824
9438,140177,Player2,0,True,0,7,int,string,43489824
9442,140612,stuff,0,True,1,5,int,string,43764712
9445,141004,Chance,0,True,-1,6,int,string,43940108
9448,141239,POSITION,0,True,1,8,int,string,44102872
9449,141240,POSITION 2,1,True,0,10,int,string,44102872
9456,141709,Player Score,1,True,0,12,int,string,44307378
9457,141710,Computer Score,1,True,0,14,int,string,44307378
9466,141875,A.....,0,True,A.....,6,list,string,44609024
9468,141877,Some...,0,True,Some...,7,list,string,44609024
9469,141878,Then....,0,True,Then....,8,list,string,44609024
9470,141879,Errrr...,0,True,Errrr...,8,list,string,44609024
9523,142423,Upgrade?,0,True,0,8,int,string,44928800
9533,142655,clone#,0,True,0.01,6,float,string,44928800
9542,142858,AbilityCooldown,0,True,30,15,int,string,44928800
9546,143273,RandomCrystal,0,True,0,13,int,string,45225156
9553,143363,Gold coins,1,True,0,10,int,string,45225156
9588,144043,won,0,True,0,3,int,string,45500172
