varname,projectid
lastdir,24
lasttimercheck,24
lenemyshootcosrotx,24
lenemyshootcosroty,24
lenemyshootsinrotx,24
lenemyshootsinroty,24
lenemyshootspeed,24
lenemyshootttl,24
lenemyshootx,24
lenemyshooty,24
lenemyshootz,24
liczby,24
line,24
lives left,24
lmenuhover,24
lmenushow,24
lmenusize,24
lobjectdata1,24
lobjectdata2,24
lobjectdata3,24
lobjectrotx,24
lobjectroty,24
lobjectrotz,24
lobjecttype,24
lobjectx,24
lobjecty,24
lobjectz,24
lshootcosanglex,24
lshootcosangley,24
lshootsinanglex,24
lshootsinangley,24
lshootttl,24
lshootx,24
lshooty,24
lshootz,24
ltunneldata,24
ltunneldata2,24
ltunnelelement,24
ltunnelsize,24
ltunnelx,24
ltunnely,24
mana,24
maxcangley,24
maxcx,24
maxcy,24
maxcz,24
mercy,24
mincangley,24
mincx,24
mincy,24
mincz,24
minimapcostume,24
minscry,24
missiondisplaytime,24
mousex2rotzratio,24
mousexdecay,24
mousexstep,24
mousey2rotxratio,24
mouseydecay,24
mouseystep,24
mymenuid,24
normalspeed,24
on wall,24
onbounce,24
onplat,24
p#c,24
part:,24
pennies,24
perimeter,24
pickers,24
player mode fuel,24
playlist,24
pontsz??m,24
powerup,24
releasejump,24
render colours,24
render heights,24
render map,24
repeat count,24
resultado,24
s2,24
scryy,24
senddelay,24
shade map,24
shift,24
shootfrequency,24
shootttl,24
show?,24
showmenu,24
showonminimap,24
size velocity,24
sound#,24
spacesize,24
spare,24
sprwid,24
square number,24
talk #,24
temp point x,24
temp point y,24
temp point z,24
tempz,24
text parser,24
textgroupid,24
th x,24
th y,24
th z,24
then,24
tile id,24
tokens,24
trigger,24
triggerid,24
unessissary,24
v1,24
viewer x,24
viewer y,24
wait time,24
waitalittle,24
waitingmovement,24
walking,24
wishmousex,24
wishmousey,24
wishshoot,24
xscroll,24
your time,24
your time:,24
zombies hit,24
0,23
??? checkuser,23
_dellevx,23
_levspan,23
_scry,23
_tickcount,23
_w42,23
accel,23
achievedlevels,23
achievement #,23
anger,23
aoffset,23
ball falling,23
bla,23
bossskill,23
btyp,23
calc_tick,23
camera?,23
car angle,23
cd8,23
cl,23
cool,23
cooldown,23
current round,23
fading,23
flashtimer,23
frogisdead,23
game speed,23
game.time,23
ground clone,23
gun accuracy,23
in water,23
iroot,23
isgamepaused?,23
isgunbeingpap'ed,23
isgunpackapunched?,23
isroundchanging?,23
lag prevention,23
lagwarn #,23
lastplat,23
lastplayercount,23
levels count,23
listchecknumber,23
max_lx,23
max_ly,23
mbox adding #,23
mbox player bought gun,23
mbox possible guns,23
my ranking,23
my_turn,23
myzoom,23
new achievement,23
nextcostume #,23
number 1,23
offset scroll,23
p_health,23
past mouse xs,23
past mouse ys,23
pci,23
people,23
q#,23
random gun,23
rememberscorerow,23
rounds,23
saves,23
score name,23
sensor,23
settings,23
shutdown,23
sleep,23
sound?,23
speed 1,23
speeed,23
spike spawn height,23
stuckcount,23
suck x,23
suck y,23
text display code,23
tickcheck,23
time minutes,23
tips,23
tt,23
username checker,23
var_hack,23
vue y,23
walls,23
wantsize,23
watercoinidx,23
whoisit #,23
whoisittimer,23
xposition,23
yellow,23
z_health,23
z_isalive,23
z_spawnblood?,23
z_zombiesspawned,23
zombies killed this round,23
#3,22
??? cloud pokemon,22
??ycie,22
_complevels,22
accuracy,22
active?,22
animate,22
autoclicks,22
bist-sin,22
bists on screen,22
car counter,22
car mode,22
car move x,22
car move z,22
caught,22
city angle,22
city counter,22
compressed,22
console,22
cp clones,22
credits,22
cutscene,22
dimes,22
donuts,22
facing,22
fuego,22
fx,22
generators,22
holes,22
in,22
info,22
inside x,22
inside y,22
is saying upgrade name?,22
isperkbeingbought?,22
isspeedbought?,22
juice,22
jumpingbists,22
lap time,22
left\/right,22
max speed,22
medal,22
movement speed (in air),22
movex,22
musiclength,22
musicselection,22
on,22
outside x,22
outside y,22
p-velocity,22
pause?,22
pawnlocation,22
perk_nextxpos,22
pico,22
player dead?,22
playerdead?,22
playerhp,22
pressed,22
prosp car angle,22
rapid fire,22
render counters,22
resume,22
resume2,22
resume3,22
resume4,22
resume5,22
roll,22
run-jump multiplier,22
scor,22
sellprice,22
semi-perim,22
seq,22
shipments,22
spike #,22
starty,22
tab,22
takeoutbist,22
tilex,22
tiley,22
touching?,22
turn angle,22
tutorial status,22
veiw?,22
velocity multiplier,22
wall jump timer,22
y-vel,22
z_maxamountcpuspeed,22
#oftroops,21
??? cld_connection,21
???????????? 2,21
_costume,21
_id,21
_lighting,21
_vely,21
allowed,21
alpha,21
attack?,21
barracks level,21
boomblock,21
broadcast,21
bullets?,21
c3,21
cc,21
checksay,21
cld_retrieve,21
cld_save,21
cld_score,21
cld_user,21
clone-id,21
cookie portals,21
decimal value,21
drop,21
elixir stored,21
elixirboost?,21
errores,21
fadeout,21
find,21
fire rate,21
game:,21
game_start,21
gem cooldown,21
giga,21
gold stored,21
high scores,21
hit!,21
hitting,21
hole#,21
hole-resume,21
indice,21
ingame score,21
is clone,21
left or right,21
maintenance?,21
max elixir stored,21
max gold stored,21
maxxcoord,21
mineboost?,21
momentum,21
newsong,21
nr,21
offset x,21
offset y,21
p2y,21
pack,21
pattern,21
pen size showing,21
playerrot,21
pps,21
py,21
quarters,21
saving?,21
sayings,21
shot,21
speedx,21
taille,21
tileindex,21
try,21
up and down,21
updating,21
user,21
user_slot,21
velocity multiplier (land),21
velocity y,21
x collision?,21
ymove,21
your hp,21
##,20
#oftroops to train,20
#NAME?,20
??? cloud busy?,20
??? total time played,20
_glevel,20
_light2,20
answerletter,20
balls,20
base,20
bullet,20
cam#,20
carid,20
carspx,20
carspy,20
carsy,20
cat score,20
char checker,20
choose,20
costume name,20
cypher,20
degree,20
direccion,20
direction2,20
dog votes,20
duplicar,20
enabled,20
enemy attack,20
experience,20
faint,20
first,20
fish eaten,20
gender:,20
global chat open?,20
gracz,20
grandma apocalypses,20
health_,20
isstrongskinbought?,20
item#,20
laser,20
lv,20
newmode,20
next scr x,20
nscrx,20
num of values,20
on?,20
p1score,20
p1y,20
p_istouchingss,20
paint,20
parammode,20
parampos,20
people who have played the game,20
platforms,20
playermovementanimation,20
pool,20
powers,20
say,20
screenx,20
smajl,20
t_rot,20
temp2,20
templetter,20
time limit,20
transcriber,20
var3,20
vies,20
warnings,20
wid,20
xdiff,20
xdir,20
y collision?,20
yvelo,20
12,19
backpack,19
ball xv,19
ball yv,19
best - impossible,19
cameraz,19
car_slide,19
car_sx,19
car_x,19
carsx,19
cheatmode,19
chrono,19
clicked?,19
coincounter,19
command,19
cpu,19
dark,19
deadsans,19
debounce,19
deleteclone,19
down moving,19
ecsp,19
ects,19
encrypted values,19
encryptor,19
ex,19
feed_scroll,19
fpstime,19
front,19
gameplay?,19
grass1,19
grass1x,19
grass2,19
grass2x,19
gravedad,19
gun type,19
hp2,19
index2,19
indexx,19
indexy,19
intentos,19
isaccellerating,19
lap ticks,19
laserpower,19
leaderboards y\/n,19
left moving,19
light2,19
losses,19
ltr,19
max health,19
maxy,19
menu-vel,19
minute,19
moons:,19
moved?,19
music box,19
music on\/off,19
nextcary,19
on ground?,19
order,19
overwriting?,19
p1 ki,19
p1 wins,19
p2 wins,19
papyrus,19
player1points,19
projectile x,19
projectile y,19
quality,19
reload,19
res,19
right moving,19
road lag,19
road_target,19
running?,19
screenheight,19
screenwidth,19
sell,19
shop page,19
skor,19
snake,19
sneakers,19
sold,19
special,19
speed 3,19
spin charge,19
startbutton,19
tama??o,19
things to say,19
timespeed,19
up moving,19
vel_vertical,19
vl,19
vueltas,19
world,19
y change,19
ydir,19
your name:,19
",",18
??? clone,18
??? track1bestlap1,18
??? track1bestlap2,18
??? track1bestlap3,18
??? track1bestlap4,18
??? track1bestlap5,18
??? track1besttime1,18
??? track1besttime2,18
??? track1besttime3,18
??? track1besttime4,18
??? track1besttime5,18
???????? 1,18
???????? 2,18
???????????? 1,18
a0 alive,18
a1 alive,18
a10 alive,18
a2 alive,18
a3 alive,18
a4 alive,18
a5 alive,18
a6 alive,18
a7 alive,18
a8 alive,18
a9 alive,18
activesong,18
as,18
average,18
b0 alive,18
b1 alive,18
b10 alive,18
b2 alive,18
b3 alive,18
b4 alive,18
b5 alive,18
b6 alive,18
b7 alive,18
b8 alive,18
b9 alive,18
bestlap,18
besttimes,18
bladder,18
bob,18
bomb,18
bosshealth,18
butter,18
button,18
buy1,18
buy2,18
buy3,18
c0 alive,18
c1 alive,18
c10 alive,18
c2 alive,18
c3 alive,18
c4 alive,18
c5 alive,18
c6 alive,18
c7 alive,18
c8 alive,18
c9 alive,18
camera_angle,18
camera_fov,18
camera_howfarawayshouldspritesbe100,18
camerarot,18
cars,18
club,18
collidetimer,18
color2,18
colorindex,18
columns,18
currency,18
d0 alive,18
d1 alive,18
d10 alive,18
d2 alive,18
d3 alive,18
d4 alive,18
d5 alive,18
d6 alive,18
d7 alive,18
d8 alive,18
d9 alive,18
donut,18
drag,18
e0 alive,18
e1 alive,18
e10 alive,18
e2 alive,18
e3 alive,18
e4 alive,18
e5 alive,18
e6 alive,18
e7 alive,18
e8 alive,18
e9 alive,18
endofgame,18
fadetimer,18
fi,18
filter,18
fin,18
finalmessage,18
first number,18
first to,18
fpscount,18
freddy,18
freemove,18
glide,18
hambre,18
hazardtype,18
hazardx,18
hazardy,18
hfov,18
hover,18
hstep,18
hurting,18
i4,18
indexcostume,18
indexsize,18
isontitlescreen?,18
jello,18
jumppwr,18
kartacceleration,18
kartdeltax,18
kartdeltay,18
kartdistances,18
kartfriction,18
kartlaps,18
kartrot,18
kartrotationtimer,18
kartselected,18
kartselectscreenframe,18
kartspeed,18
kartspintimer,18
kartsrendered,18
karttopspeed,18
karttype,18
kartwaypoint,18
kartwaypoints,18
kartx,18
karty,18
keyheld,18
kiirus,18
lapreviewtimer,18
laptimes,18
lightingtimer,18
mariodudefly,18
maxkartsprites,18
menu-touching?,18
mousedown,18
name:,18
nano,18
number2,18
numkarts,18
nutella,18
online,18
oy,18
pass,18
pick,18
pizza,18
planet,18
playeracceleration,18
playercoins,18
playerdeceleration,18
playerdeltax,18
playerdeltay,18
playerfriction,18
playerid,18
playerlaps,18
playermaxturnrate,18
playerspintimer,18
playertile,18
playertileindex,18
playertopspeed,18
playerwiggletimer,18
posy,18
powerpressed,18
projectile type,18
punktestand,18
r2,18
racefinished,18
racingactive,18
raster,18
reelbeeptimer,18
reeltimer,18
reeltype,18
road_ang,18
road_time,18
rotoffset,18
rumbletimer,18
runspd,18
runspeed,18
selecteditem,18
selectedkart,18
ships left,18
startimer,18
starting x,18
startlapreview,18
temphazarddeltax,18
temphazarddeltay,18
temphazardowner,18
temphazards,18
temphazardtarget,18
temphazardtimer,18
tera,18
textlengths,18
to size,18
todo,18
track_a,18
track_sx,18
track_x,18
track_y,18
tracklogic,18
trackwidth,18
transition,18
turbotimer,18
turnrandom,18
tutorial?,18
type?,18
typegood,18
unlocked,18
updatecoincounter,18
updatelapreview,18
v2,18
var5,18
velolcity,18
viewers,18
visible?,18
vstep,18
waypoint,18
waypoints,18
waypointvectorx,18
waypointvectory,18
weapon amount,18
within,18
wutletterofitemoflist,18
xboardpositions,18
yboardpositions,18
ycol,18
yorigin,18
z1,18
###,17
#arceus,17
#charizard,17
#dragonite,17
#eevee,17
#electabuzz,17
#lickitung,17
#mewtwo,17
#pikachu,17
#squirtle,17
#zubat,17
%indicator,17
...,17
??? clickedworldwide(),17
??? kick,17
??? player_1,17
??????2,17
adding,17
alien drop amount,17
alien green,17
alien group movement delay,17
alien movement delay,17
alien shoot offset,17
alien step,17
aliens direction,17
aliens left,17
alztertalk,17
arceusprice,17
arrow,17
arrow firing,17
blast,17
blot x,17
blot y,17
bolt firing,17
boss life,17
cake,17
camera_x,17
camera_y,17
can't turn dir.,17
cat falling,17
charizardprice,17
cheats,17
checkpoint,17
clist,17
clonestest,17
clubpage,17
clubsell,17
cn,17
cnt,17
co3,17
co4,17
column 0,17
column 0 x,17
column 1,17
column 1 x,17
column 10,17
column 10 x,17
column 2,17
column 2 x,17
column 3,17
column 3 x,17
column 4,17
column 4 x,17
column 5,17
column 5 x,17
column 6,17
column 6 x,17
column 7,17
column 7 x,17
column 8,17
column 8 x,17
column 9,17
column 9 x,17
column fire,17
condition,17
coscount,17
costume crawl,17
counter3,17
crash,17
currentword,17
cursorcount,17
delete clone,17
directionchange,17
dragoniteprice,17
eeveeprice,17
effect on?,17
electabuzzprice,17
enemies out currently,17
enter?,17
farmcount,17
feelings,17
firing,17
further,17
gamedone,17
gasoline in hand,17
gasoline out,17
gasoline yv,17
gotten,17
gravit??,17
green threshhold,17
happyhour,17
highscores,17
hit index,17
hittestcenter,17
hittestground,17
hittesttop,17
horizontal velocity,17
hp bar var.,17
hurtable,17
i_s,17
intro iteration wait amount,17
intro on,17
intro step,17
is_alive,17
italic,17
items fiery,17
kits,17
kroki,17
labcount,17
labs,17
lag,17
last time moved,17
left and right,17
left movement amount,17
left ship move amount,17
level step,17
lickitungprice,17
magnet arrow firing,17
map#,17
mentor,17
mewtwoprice,17
minecount,17
minimum move amount,17
misses,17
missile 1 aloft,17
mother ship alive,17
mother ship speed,17
move amount,17
movement step,17
nonrare,17
numeral y,17
ok?,17
on ground,17
only bad to enemies?,17
outro spin,17
packpage,17
pikachuprice,17
player speed,17
player2points,17
playernumbers,17
players shown,17
playing game?,17
points:,17
portalcount,17
prescore,17
projectile lifespan,17
projectile xv,17
projectile yv,17
puntuaje,17
purple,17
rarechance,17
ready?,17
refit,17
right movement amount,17
right ship move amount,17
row 1 aliens left,17
row 2 aliens left,17
row 3 aliens left,17
row 4 aliens left,17
row 5 aliens left,17
row a y,17
row b y,17
row c y,17
row d y,17
row e y,17
row move command issued,17
s3 price,17
selection,17
sensitivity,17
separate,17
shake?,17
ship active,17
shipmentcount,17
shoot?,17
shots fired,17
sign,17
size (for hurting),17
size (sin),17
slowed,17
slytherin,17
spd,17
spears,17
speed 4,17
sprite,17
squirtleprice,17
starx,17
step detected,17
stepx,17
stepy,17
store 10,17
store 6,17
store 7,17
store 8,17
store 9,17
store1space,17
store2space,17
store3space,17
store4space,17
store5space,17
storeplayerselected,17
superrarechance,17
sv1,17
sv2,17
teamchange,17
text interval,17
the stupid thing is touching the ground,17
timemachine,17
top touch,17
tracks,17
trees,17
ufo_pull,17
warrior names,17
weapon selected,17
xvelo,17
zubatprice,17
*,16
1st,16
??? cloud,16
??? player1 check,16
??? views,16
?????????2,16
@gotten,16
_action,16
_capsfix#,16
_capsfixletters,16
_clone:mypage,16
_diffmul,16
_dmmul,16
_dtmul,16
_entrances,16
_exits,16
_frame,16
_gamestatus,16
_graphics,16
_gunclones,16
_jumpchecker,16
_levelcount,16
_levelupdates,16
_mmul,16
_mobcount,16
_mobpool,16
_mobtiles,16
_newcoins,16
_path,16
_place,16
_placechecker,16
_placefound?,16
_rmul,16
_rockets,16
_selected,16
_sinchanger,16
_soundglue,16
_soundmachine,16
_stampcheck,16
_stampcounter,16
_stampdata,16
_tools,16
_tooltype,16
_upgradeprice,16
_upgradetower,16
_wave,16
a.c,16
a2,16
active value,16
add,16
angularspeed,16
asteroid,16
away,16
background change keys,16
backin...,16
banana,16
bar,16
barrel input,16
bestdir,16
bird,16
board,16
bottom touch,16
boxcornerpositions,16
boxcornerpositionsy,16
break point,16
can go?,16
canspare,16
carx,16
checkradius,16
checktile,16
chica ai,16
clone mode,16
clonerpacks,16
club?,16
clubbbb,16
clubdata,16
clubplayers,16
controllingactions,16
controllingbuttons,16
conveyor,16
cookiejar?,16
cookiemonster,16
cycles since bounce,16
deaths:,16
decoded value,16
decoded value two,16
decrypting password... 10%,16
decrypting password... 25%,16
decrypting password... 50%,16
decrypting password... 75%,16
decrypting password... 85%,16
decrypting password... 90%,16
decrypting password... done!,16
developerrarities,16
direction?,16
doge,16
down-sense,16
drawid,16
drawtype,16
eccentricity,16
eh,16
eid,16
encoded username,16
enemymaxhp,16
entrance#,16
existing,16
f2,16
fb idle?,16
findidx,16
flap,16
flashlight,16
flowey talk,16
fly,16
fondo,16
forced,16
framerel,16
game loaded,16
ghost speed,16
grapple amount got there,16
grapple distance\/tiem,16
grapple got moved,16
grappled,16
ground?,16
group,16
health 2,16
hider,16
hole span,16
horizon_x,16
host,16
hs table:cpage,16
ice,16
inattack,16
inflight,16
introvar,16
invincible?,16
is valid?,16
is_active,16
jump2,16
l_tick,16
lados,16
launch speed,16
left-sense,16
length of words,16
li,16
light1,16
likes,16
lockmobid,16
long spear yv,16
mainpage,16
mamamas,16
mario action,16
max_layers,16
mini spears,16
missile sensing hit,16
mobid,16
move_increment,16
musical scale,16
namecounter,16
new_char,16
ninja star yv,16
nota,16
num of encoded values,16
number en ninj setter,16
number1,16
numerals,16
offsetx,16
offsety,16
opened,16
otherselect,16
p2score,16
path#,16
pathid,16
person talking,16
photos,16
pink,16
pixel,16
player 1 j,16
player hp,16
pointcounter,16
portals,16
prefix,16
prevtileid,16
prevtileidx,16
pts,16
question #,16
r&l arrows,16
raw password,16
releasemob,16
renderangle,16
resetreqired,16
resetting,16
right-sense,16
savetype,16
scr_status,16
screeny,16
selections,16
seperate words,16
sfx,16
shh,16
shield?,16
shootwait,16
showing?,16
sleepy,16
sonic-state,16
sonic-xvel,16
sonic-yvel,16
sound_#,16
sound_id,16
sound_tick,16
spawndata,16
spawnindex,16
spawningkillfloors?,16
spear yv,16
speed 5,16
speed1,16
stats,16
stop chars,16
stop firing,16
talk,16
target amount,16
tcp,16
theme,16
tileid,16
time left:,16
timemach,16
title:clone#,16
title:inhs?,16
toques,16
tosses,16
touch-ground,16
transferavailable?,16
transferdata,16
transferfinish,16
